Date,Close,ma_short,ma_long,signal,position,ret,turnover,sell_turnover,cost,strategy_ret,buyhold_ret,equity,buyhold_equity
2024-11-21,54722.0234375,54566.7861328125,60310.62161458333,0,0.0,0.01989149958764136,0.0,0.0,0.0,0.0,0.01989149958764136,748420.5081334376,760658.4362497457
2024-11-22,54333.921875,54571.637109375,59957.07734375,0,0.0,-0.007092237057777395,0.0,0.0,0.0,-0.0,-0.007092237057777395,748420.5081334376,755263.6662998643
2024-11-25,56177.3984375,54561.934765625,59643.905859375,0,0.0,0.03392864897073111,0.0,0.0,0.0,0.0,0.03392864897073111,748420.5081334376,780888.7421140998
2024-11-26,56565.49609375,54498.868359375,59362.93170572917,0,0.0,0.006908430561834988,0.0,0.0,0.0,0.0,0.006908430561834988,748420.5081334376,786283.4577655137
2024-11-27,54625.0,54363.03359375,59054.43990885417,0,0.0,-0.03430529612140021,0.0,0.0,0.0,-0.0,-0.03430529612140021,748420.5081334376,759309.7709115092
2024-11-28,53848.80078125,54183.5375,58723.36328125,0,0.0,-0.014209596681922232,0.0,0.0,0.0,-0.0,-0.014209596681922232,748420.5081334376,748520.2853102139
2024-11-29,52587.47265625,53984.636328125,58409.858138020834,0,0.0,-0.023423513740331803,0.0,0.0,0.0,-0.0,-0.023423513740331803,748420.5081334376,730987.310122333
2024-12-02,52005.32421875,53737.2224609375,58081.82604166667,0,0.0,-0.011070097270225232,0.0,0.0,0.0,-0.0,-0.011070097270225232,748420.5081334376,722895.2094959784
2024-12-03,52005.32421875,53543.1724609375,57752.18600260417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748420.5081334376,722895.2094959784
2024-12-04,51520.20703125,53339.4201171875,57445.01380208333,0,0.0,-0.009328221577072582,0.0,0.0,0.0,-0.0,-0.009328221577072582,748420.5081334376,716151.8828047956
