Date,Open,High,Low,Close,Volume,code,name,ret_cc,mom_1d,mom_3d,mom_5d,mom_10d,mom_20d,vol_10d,vol_20d,dollar_volume,oc_ret,oo_ret,cc_next_ret,situation,market_mom_20d,market_vol_20d,score,rank,trade_return
2023-05-18,665173.5323660715,668151.9213169643,664180.7360491072,667159.125,556,003240,태광산업,0.0029851234302027407,-0.007407435041316135,-0.031791970354361765,-0.0401146366974342,-0.0428572109496993,-0.07073502887522698,0.006374522660991668,0.00675303529887602,706414257.0,0.0029850746268655914,0.0029850050989299604,0.0014880258139315927,down_low_vol,-0.02428424781769245,0.00884950952944204,5.940237970340672,3.0,-0.0016119741860684072
2024-07-15,26250.0,26350.0,25100.0,25150.0,248890,005420,코스모화학,-0.040076335877862634,0.007692307692307665,-0.0490018148820327,-0.06761565836298933,-0.06428571428571428,-0.11186440677966103,0.017992713599061693,0.015781548519719267,5043840600.0,-0.04190476190476189,-0.04190476190476189,-0.03976143141153077,down_low_vol,-0.024631472895672246,0.0060514377472982335,4.284475523964116,3.0,-0.042861431411530766
2024-07-17,24150.0,24500.0,23600.0,23600.0,178179,005420,코스모화학,-0.022774327122153215,-0.03976143141153077,-0.07115384615384612,-0.12341197822141559,-0.12181818181818183,-0.16000000000000003,0.021061400790430024,0.018355020254771245,10090618650.0,-0.022774327122153215,-0.024844720496894457,0.004237288135593209,down_low_vol,-0.02068403041055311,0.0062998121806946555,6.723608936870314,1.0,0.0011372881355932092
2024-07-17,64488.09448818898,65885.66929133859,63090.51968503937,63390.0,81200,006110,삼아알미늄,0.0015772466661339024,-0.07309932353802329,-0.10829815185081837,-0.13031549207109883,-0.10829815185081837,-0.2211301903029771,0.030440811172767937,0.024452111348236834,7890449504.824219,-0.01702786377708987,-0.018575846675731422,0.009448823749802715,down_low_vol,-0.02068403041055311,0.0062998121806946555,5.329416761407619,3.0,0.006348823749802715
2024-04-18,7140.0,7910.0,6910.0,7400.0,105866,006370,대구백화점,0.05263157894736836,-0.04092769440654842,-0.05128205128205132,-0.12015018773466835,-0.15301204819277103,-0.16706161137440756,0.018200110854305805,0.016930786736147868,189711580.0,0.036414565826330625,0.0490196078431373,-0.02972972972972976,down_low_vol,-0.03352665065269578,0.007132356628364866,7.096550775053068,3.0,-0.03282972972972976
2023-03-13,613.0,618.0,592.0,600.0,215048,008600,윌비스,-0.03536977491961413,-0.025078369905956133,-0.04160246533127887,-0.06746626686656676,-0.08663729809104259,-0.16733601070950466,0.011222615427870803,0.010753195629034002,175639116.0,-0.021207177814029365,-0.021207177814029365,-0.040000000000000036,down_low_vol,-0.042235261368027355,0.009568802561346828,6.274066723421779,1.0,-0.043100000000000034
2023-03-14,600.0,602.0,569.0,576.0,228779,008600,윌비스,-0.040000000000000036,-0.03536977491961413,-0.06103286384976525,-0.08116385911179169,-0.1004497751124438,-0.19028340080971662,0.01363991906154476,0.012249234343933465,129028800.0,-0.040000000000000036,-0.04833333333333334,0.015625,down_low_vol,-0.03828327045132185,0.009376098094487624,6.62603529599291,2.0,0.012525
2025-03-25,331.0,364.0,288.0,296.0,11404544,008600,윌비스,-0.09480122324159024,-0.2997858672376874,-0.5308464849354375,-0.538787023977433,-0.5260869565217392,-0.560483870967742,0.12833291247604905,0.09677081952677712,4012940076.0,-0.10574018126888218,-0.07552870090634445,-0.010135135135135087,down_low_vol,-0.02935947976614761,0.007847778182146803,5.56766003028782,2.0,-0.013235135135135087
2025-03-27,309.0,330.0,281.0,300.0,5480589,008600,윌비스,0.023890784982935065,-0.010135135135135087,-0.3725910064239829,-0.5796269727403156,-0.5626865671641791,-0.6238767650834403,0.1265541061949912,0.09547021583686578,1301992087.0,-0.029126213592232997,0.2621359223300972,0.30000000000000004,down_low_vol,-0.030991665819408487,0.007936211729509219,6.071285873394799,2.0,0.29690000000000005
2025-03-28,390.0,390.0,390.0,390.0,1749556,008600,윌비스,0.30000000000000004,0.023890784982935065,-0.08256880733944949,-0.5502248875562219,-0.546142208774584,-0.5856353591160222,0.12895653540135676,0.0963389624921135,1644176700.0,0.0,0.30000000000000004,0.30000000000000004,down_low_vol,-0.042392848071753475,0.007880436424168809,5.711343295826591,2.0,0.29690000000000005
