total_return_pct,max_drawdown_pct,total_trades,winning_trades,win_rate_pct,sharpe_ratio,final_equity_krw,initial_cash_krw,transaction_cost_bps,total_cost_krw,train_end,trade_year,strategy,overlay_mode,alpha,max_notional,max_positions,stop_loss_pct,take_profit_pct,trailing_stop_pct,max_holding_steps,daily_avg_pct_252,target_05pct_day
12.65,-10.83,100,37,37.0,1.7828,1126472.33,1000000,30.0,60508.02,2023,2024,ml_rerank,rerank,10.0,100000,6,0.06,0.15,0.0,10,0.0501984126984127,False
14.94,-10.44,98,36,36.73,2.0459,1149413.55,1000000,30.0,59373.44,2023,2024,ml_rerank,rerank,10.0,100000,6,0.06,0.15,0.0,20,0.05928571428571428,False
8.96,-11.56,112,41,36.61,1.387,1089586.51,1000000,30.0,67618.69,2023,2024,ml_rerank,rerank,10.0,100000,6,0.06,0.15,0.06,10,0.035555555555555556,False
8.96,-11.56,112,41,36.61,1.387,1089586.51,1000000,30.0,67618.69,2023,2024,ml_rerank,rerank,10.0,100000,6,0.06,0.15,0.06,20,0.035555555555555556,False
29.55,-5.73,86,30,34.88,3.707,1295471.81,1000000,30.0,52591.27,2023,2024,ml_rerank,rerank,10.0,100000,6,0.06,0.25,0.0,10,0.11726190476190476,False
30.55,-5.73,83,29,34.94,3.8856,1305472.05,1000000,30.0,50815.94,2023,2024,ml_rerank,rerank,10.0,100000,6,0.06,0.25,0.0,20,0.12123015873015873,False
29.11,-10.62,104,39,37.5,3.5946,1291127.51,1000000,30.0,63410.69,2023,2024,ml_rerank,rerank,10.0,100000,6,0.06,0.25,0.06,10,0.11551587301587302,False
29.11,-10.62,104,39,37.5,3.5946,1291127.51,1000000,30.0,63410.69,2023,2024,ml_rerank,rerank,10.0,100000,6,0.06,0.25,0.06,20,0.11551587301587302,False
6.82,-10.11,73,27,36.99,1.2133,1068177.29,1000000,30.0,44070.56,2023,2024,ml_rerank,rerank,10.0,100000,6,0.1,0.15,0.0,10,0.027063492063492064,False
3.94,-10.11,71,25,35.21,0.7864,1039362.77,1000000,30.0,42780.24,2023,2024,ml_rerank,rerank,10.0,100000,6,0.1,0.15,0.0,20,0.015634920634920633,False
10.59,-9.86,88,34,38.64,1.6475,1105853.21,1000000,30.0,53211.01,2023,2024,ml_rerank,rerank,10.0,100000,6,0.1,0.15,0.06,10,0.042023809523809526,False
10.59,-9.86,88,34,38.64,1.6475,1105853.21,1000000,30.0,53211.01,2023,2024,ml_rerank,rerank,10.0,100000,6,0.1,0.15,0.06,20,0.042023809523809526,False
33.93,-8.85,69,26,37.68,4.0187,1339322.92,1000000,30.0,42479.22,2023,2024,ml_rerank,rerank,10.0,100000,6,0.1,0.25,0.0,10,0.13464285714285715,False
26.68,-8.85,65,22,33.85,3.501,1266836.38,1000000,30.0,39853.89,2023,2024,ml_rerank,rerank,10.0,100000,6,0.1,0.25,0.0,20,0.10587301587301587,False
26.39,-10.59,84,33,39.29,3.1611,1263852.58,1000000,30.0,51279.21,2023,2024,ml_rerank,rerank,10.0,100000,6,0.1,0.25,0.06,10,0.10472222222222223,False
27.54,-10.5,85,33,38.82,3.2701,1275379.5,1000000,30.0,51915.7,2023,2024,ml_rerank,rerank,10.0,100000,6,0.1,0.25,0.06,20,0.10928571428571428,False
-2.0,-11.59,63,22,34.92,-0.1381,979981.13,1000000,30.0,37787.12,2023,2024,ml_rerank,rerank,10.0,100000,6,0.14,0.15,0.0,10,-0.007936507936507936,False
-9.6,-16.38,57,19,33.33,-1.6525,904002.81,1000000,30.0,33947.67,2023,2024,ml_rerank,rerank,10.0,100000,6,0.14,0.15,0.0,20,-0.03809523809523809,False
-6.53,-15.17,78,29,37.18,-0.7993,934717.75,1000000,30.0,46678.0,2023,2024,ml_rerank,rerank,10.0,100000,6,0.14,0.15,0.06,10,-0.025912698412698415,False
-6.53,-15.17,78,29,37.18,-0.7993,934717.75,1000000,30.0,46678.0,2023,2024,ml_rerank,rerank,10.0,100000,6,0.14,0.15,0.06,20,-0.025912698412698415,False
8.11,-11.63,60,21,35.0,1.2872,1081061.08,1000000,30.0,36285.86,2023,2024,ml_rerank,rerank,10.0,100000,6,0.14,0.25,0.0,10,0.03218253968253968,False
15.4,-11.63,55,20,36.36,2.3329,1154023.58,1000000,30.0,33496.38,2023,2024,ml_rerank,rerank,10.0,100000,6,0.14,0.25,0.0,20,0.06111111111111111,False
10.27,-18.6,78,27,34.62,1.537,1102701.7,1000000,30.0,47183.47,2023,2024,ml_rerank,rerank,10.0,100000,6,0.14,0.25,0.06,10,0.04075396825396825,False
10.27,-18.6,78,27,34.62,1.537,1102701.7,1000000,30.0,47183.47,2023,2024,ml_rerank,rerank,10.0,100000,6,0.14,0.25,0.06,20,0.04075396825396825,False
9.39,-15.77,129,46,35.66,1.3176,1093905.46,1000000,30.0,76851.93,2023,2024,ml_rerank,rerank,10.0,100000,8,0.06,0.15,0.0,10,0.03726190476190477,False
14.63,-13.33,125,45,36.0,1.8819,1146330.71,1000000,30.0,74602.55,2023,2024,ml_rerank,rerank,10.0,100000,8,0.06,0.15,0.0,20,0.05805555555555556,False
4.45,-16.35,144,48,33.33,0.7699,1044527.03,1000000,30.0,85607.15,2023,2024,ml_rerank,rerank,10.0,100000,8,0.06,0.15,0.06,10,0.01765873015873016,False
4.45,-16.35,144,48,33.33,0.7699,1044527.03,1000000,30.0,85607.15,2023,2024,ml_rerank,rerank,10.0,100000,8,0.06,0.15,0.06,20,0.01765873015873016,False
27.25,-10.97,109,37,33.94,3.1,1272494.41,1000000,30.0,65386.88,2023,2024,ml_rerank,rerank,10.0,100000,8,0.06,0.25,0.0,10,0.10813492063492064,False
26.43,-11.54,108,37,34.26,3.0863,1264320.95,1000000,30.0,64760.48,2023,2024,ml_rerank,rerank,10.0,100000,8,0.06,0.25,0.0,20,0.10488095238095238,False
15.79,-17.34,135,46,34.07,1.9928,1157939.24,1000000,30.0,80797.81,2023,2024,ml_rerank,rerank,10.0,100000,8,0.06,0.25,0.06,10,0.06265873015873015,False
15.79,-17.34,135,46,34.07,1.9928,1157939.24,1000000,30.0,80797.81,2023,2024,ml_rerank,rerank,10.0,100000,8,0.06,0.25,0.06,20,0.06265873015873015,False
3.41,-12.91,104,39,37.5,0.6469,1034081.76,1000000,30.0,61005.03,2023,2024,ml_rerank,rerank,10.0,100000,8,0.1,0.15,0.0,10,0.013531746031746032,False
8.92,-10.32,102,40,39.22,1.3359,1089174.94,1000000,30.0,60076.63,2023,2024,ml_rerank,rerank,10.0,100000,8,0.1,0.15,0.0,20,0.0353968253968254,False
-1.82,-14.71,122,44,36.07,-0.0353,981815.43,1000000,30.0,71386.88,2023,2024,ml_rerank,rerank,10.0,100000,8,0.1,0.15,0.06,10,-0.007222222222222223,False
-1.82,-14.71,122,44,36.07,-0.0353,981815.43,1000000,30.0,71386.88,2023,2024,ml_rerank,rerank,10.0,100000,8,0.1,0.15,0.06,20,-0.007222222222222223,False
22.15,-11.5,92,33,35.87,2.5848,1221491.12,1000000,30.0,54672.39,2023,2024,ml_rerank,rerank,10.0,100000,8,0.1,0.25,0.0,10,0.08789682539682539,False
19.43,-11.5,87,30,34.48,2.4861,1194271.38,1000000,30.0,51581.46,2023,2024,ml_rerank,rerank,10.0,100000,8,0.1,0.25,0.0,20,0.0771031746031746,False
13.57,-16.06,111,41,36.94,1.6803,1135682.29,1000000,30.0,66014.78,2023,2024,ml_rerank,rerank,10.0,100000,8,0.1,0.25,0.06,10,0.05384920634920635,False
13.83,-16.02,111,41,36.94,1.7085,1138324.93,1000000,30.0,66022.73,2023,2024,ml_rerank,rerank,10.0,100000,8,0.1,0.25,0.06,20,0.054880952380952384,False
-8.1,-16.86,87,31,35.63,-0.9037,919015.06,1000000,30.0,49362.69,2023,2024,ml_rerank,rerank,10.0,100000,8,0.14,0.15,0.0,10,-0.03214285714285714,False
-11.98,-19.1,79,28,35.44,-1.6656,880235.43,1000000,30.0,43636.83,2023,2024,ml_rerank,rerank,10.0,100000,8,0.14,0.15,0.0,20,-0.04753968253968254,False
-19.52,-26.27,103,35,33.98,-2.6728,804761.87,1000000,30.0,57419.48,2023,2024,ml_rerank,rerank,10.0,100000,8,0.14,0.15,0.06,10,-0.07746031746031747,False
-19.52,-26.27,103,35,33.98,-2.6728,804761.87,1000000,30.0,57419.48,2023,2024,ml_rerank,rerank,10.0,100000,8,0.14,0.15,0.06,20,-0.07746031746031747,False
16.13,-11.25,80,30,37.5,2.2202,1161305.78,1000000,30.0,47668.92,2023,2024,ml_rerank,rerank,10.0,100000,8,0.14,0.25,0.0,10,0.0640079365079365,False
20.11,-11.25,73,27,36.99,2.8982,1201121.93,1000000,30.0,43594.82,2023,2024,ml_rerank,rerank,10.0,100000,8,0.14,0.25,0.0,20,0.0798015873015873,False
2.18,-23.27,100,37,37.0,0.4771,1021818.97,1000000,30.0,59339.69,2023,2024,ml_rerank,rerank,10.0,100000,8,0.14,0.25,0.06,10,0.008650793650793652,False
4.48,-22.08,101,37,36.63,0.7473,1044807.32,1000000,30.0,60044.66,2023,2024,ml_rerank,rerank,10.0,100000,8,0.14,0.25,0.06,20,0.017777777777777778,False
13.02,-13.96,100,37,37.0,1.5127,1130239.2,1000000,30.0,80571.9,2023,2024,ml_rerank,rerank,10.0,150000,6,0.06,0.15,0.0,10,0.051666666666666666,False
14.85,-13.73,98,36,36.73,1.6757,1148455.94,1000000,30.0,79423.93,2023,2024,ml_rerank,rerank,10.0,150000,6,0.06,0.15,0.0,20,0.05892857142857143,False
13.68,-14.83,113,44,38.94,1.5832,1136808.94,1000000,30.0,93896.43,2023,2024,ml_rerank,rerank,10.0,150000,6,0.06,0.15,0.06,10,0.054285714285714284,False
13.68,-14.83,113,44,38.94,1.5832,1136808.94,1000000,30.0,93896.43,2023,2024,ml_rerank,rerank,10.0,150000,6,0.06,0.15,0.06,20,0.054285714285714284,False
35.02,-8.11,86,30,34.88,3.3743,1350207.07,1000000,30.0,72657.54,2023,2024,ml_rerank,rerank,10.0,150000,6,0.06,0.25,0.0,10,0.138968253968254,False
34.19,-8.11,83,29,34.94,3.3871,1341943.69,1000000,30.0,69905.74,2023,2024,ml_rerank,rerank,10.0,150000,6,0.06,0.25,0.0,20,0.13567460317460317,False
33.71,-17.86,102,40,39.22,3.0742,1337050.42,1000000,30.0,87400.85,2023,2024,ml_rerank,rerank,10.0,150000,6,0.06,0.25,0.06,10,0.13376984126984126,False
33.71,-17.86,102,40,39.22,3.0742,1337050.42,1000000,30.0,87400.85,2023,2024,ml_rerank,rerank,10.0,150000,6,0.06,0.25,0.06,20,0.13376984126984126,False
7.92,-9.93,76,30,39.47,1.1778,1079186.05,1000000,30.0,58199.76,2023,2024,ml_rerank,rerank,10.0,150000,6,0.1,0.15,0.0,10,0.03142857142857143,False
3.93,-9.93,74,28,37.84,0.7034,1039273.94,1000000,30.0,55882.0,2023,2024,ml_rerank,rerank,10.0,150000,6,0.1,0.15,0.0,20,0.015595238095238096,False
12.44,-11.13,87,34,39.08,1.5605,1124397.28,1000000,30.0,69678.31,2023,2024,ml_rerank,rerank,10.0,150000,6,0.1,0.15,0.06,10,0.04936507936507936,False
12.44,-11.13,87,34,39.08,1.5605,1124397.28,1000000,30.0,69678.31,2023,2024,ml_rerank,rerank,10.0,150000,6,0.1,0.15,0.06,20,0.04936507936507936,False
48.06,-9.59,72,29,40.28,4.2971,1480625.49,1000000,30.0,60996.95,2023,2024,ml_rerank,rerank,10.0,150000,6,0.1,0.25,0.0,10,0.19071428571428573,False
39.48,-9.59,68,25,36.76,3.886,1394836.47,1000000,30.0,57135.82,2023,2024,ml_rerank,rerank,10.0,150000,6,0.1,0.25,0.0,20,0.15666666666666665,False
35.86,-11.6,83,33,39.76,3.2309,1358637.56,1000000,30.0,70461.83,2023,2024,ml_rerank,rerank,10.0,150000,6,0.1,0.25,0.06,10,0.1423015873015873,False
36.93,-11.52,84,33,39.29,3.2956,1369345.75,1000000,30.0,71372.16,2023,2024,ml_rerank,rerank,10.0,150000,6,0.1,0.25,0.06,20,0.14654761904761904,False
-5.45,-15.27,61,22,36.07,-0.4816,945525.3,1000000,30.0,44648.08,2023,2024,ml_rerank,rerank,10.0,150000,6,0.14,0.15,0.0,10,-0.021626984126984126,False
-10.4,-18.15,55,19,34.55,-1.3972,895986.61,1000000,30.0,39026.65,2023,2024,ml_rerank,rerank,10.0,150000,6,0.14,0.15,0.0,20,-0.04126984126984127,False
-11.06,-18.71,77,29,37.66,-1.1898,889352.7,1000000,30.0,56815.4,2023,2024,ml_rerank,rerank,10.0,150000,6,0.14,0.15,0.06,10,-0.043888888888888894,False
-11.06,-18.71,77,29,37.66,-1.1898,889352.7,1000000,30.0,56815.4,2023,2024,ml_rerank,rerank,10.0,150000,6,0.14,0.15,0.06,20,-0.043888888888888894,False
8.18,-14.73,60,21,35.0,1.1097,1081815.88,1000000,30.0,47530.58,2023,2024,ml_rerank,rerank,10.0,150000,6,0.14,0.25,0.0,10,0.03246031746031746,False
14.47,-14.73,55,20,36.36,1.8554,1144681.69,1000000,30.0,44089.64,2023,2024,ml_rerank,rerank,10.0,150000,6,0.14,0.25,0.0,20,0.05742063492063492,False
15.35,-20.61,75,27,36.0,1.7532,1153496.99,1000000,30.0,62455.89,2023,2024,ml_rerank,rerank,10.0,150000,6,0.14,0.25,0.06,10,0.06091269841269841,False
15.35,-20.61,75,27,36.0,1.7532,1153496.99,1000000,30.0,62455.89,2023,2024,ml_rerank,rerank,10.0,150000,6,0.14,0.25,0.06,20,0.06091269841269841,False
2.62,-17.18,127,45,35.43,0.5161,1026231.52,1000000,30.0,83952.69,2023,2024,ml_rerank,rerank,10.0,150000,8,0.06,0.15,0.0,10,0.010396825396825397,False
10.68,-16.43,122,45,36.89,1.2997,1106817.08,1000000,30.0,83366.63,2023,2024,ml_rerank,rerank,10.0,150000,8,0.06,0.15,0.0,20,0.04238095238095238,False
3.12,-18.89,144,51,35.42,0.5677,1031234.59,1000000,30.0,97214.51,2023,2024,ml_rerank,rerank,10.0,150000,8,0.06,0.15,0.06,10,0.012380952380952381,False
3.12,-18.89,144,51,35.42,0.5677,1031234.59,1000000,30.0,97214.51,2023,2024,ml_rerank,rerank,10.0,150000,8,0.06,0.15,0.06,20,0.012380952380952381,False
30.06,-14.3,114,41,35.96,2.8897,1300638.95,1000000,30.0,83466.02,2023,2024,ml_rerank,rerank,10.0,150000,8,0.06,0.25,0.0,10,0.11928571428571429,False
24.08,-13.21,105,37,35.24,2.5338,1240761.31,1000000,30.0,75358.76,2023,2024,ml_rerank,rerank,10.0,150000,8,0.06,0.25,0.0,20,0.09555555555555555,False
21.0,-20.94,135,49,36.3,2.1143,1210035.48,1000000,30.0,99439.93,2023,2024,ml_rerank,rerank,10.0,150000,8,0.06,0.25,0.06,10,0.08333333333333333,False
21.0,-20.94,135,49,36.3,2.1143,1210035.48,1000000,30.0,99439.93,2023,2024,ml_rerank,rerank,10.0,150000,8,0.06,0.25,0.06,20,0.08333333333333333,False
-2.46,-12.77,101,36,35.64,-0.0848,975445.93,1000000,30.0,62526.19,2023,2024,ml_rerank,rerank,10.0,150000,8,0.1,0.15,0.0,10,-0.009761904761904762,False
-1.97,-13.82,101,38,37.62,-0.0158,980340.55,1000000,30.0,62660.44,2023,2024,ml_rerank,rerank,10.0,150000,8,0.1,0.15,0.0,20,-0.007817460317460317,False
6.22,-14.4,119,46,38.66,0.904,1062174.12,1000000,30.0,79853.04,2023,2024,ml_rerank,rerank,10.0,150000,8,0.1,0.15,0.06,10,0.02468253968253968,False
6.22,-14.4,119,46,38.66,0.904,1062174.12,1000000,30.0,79853.04,2023,2024,ml_rerank,rerank,10.0,150000,8,0.1,0.15,0.06,20,0.02468253968253968,False
29.41,-12.69,90,33,36.67,2.8799,1294068.72,1000000,30.0,65148.59,2023,2024,ml_rerank,rerank,10.0,150000,8,0.1,0.25,0.0,10,0.1167063492063492,False
21.56,-12.69,86,29,33.72,2.3489,1215608.85,1000000,30.0,60461.97,2023,2024,ml_rerank,rerank,10.0,150000,8,0.1,0.25,0.0,20,0.08555555555555555,False
26.36,-17.04,110,42,38.18,2.537,1263557.41,1000000,30.0,81566.9,2023,2024,ml_rerank,rerank,10.0,150000,8,0.1,0.25,0.06,10,0.1046031746031746,False
25.44,-17.07,110,42,38.18,2.474,1254373.1,1000000,30.0,81285.97,2023,2024,ml_rerank,rerank,10.0,150000,8,0.1,0.25,0.06,20,0.10095238095238096,False
-6.84,-18.68,83,30,36.14,-0.6318,931642.51,1000000,30.0,50300.7,2023,2024,ml_rerank,rerank,10.0,150000,8,0.14,0.15,0.0,10,-0.027142857142857142,False
-13.45,-20.41,75,27,36.0,-1.7157,865469.63,1000000,30.0,42923.79,2023,2024,ml_rerank,rerank,10.0,150000,8,0.14,0.15,0.0,20,-0.05337301587301587,False
-16.97,-23.69,101,35,34.65,-2.1021,830298.88,1000000,30.0,61377.59,2023,2024,ml_rerank,rerank,10.0,150000,8,0.14,0.15,0.06,10,-0.06734126984126984,False
-16.97,-23.69,101,35,34.65,-2.1021,830298.88,1000000,30.0,61377.59,2023,2024,ml_rerank,rerank,10.0,150000,8,0.14,0.15,0.06,20,-0.06734126984126984,False
15.21,-13.57,80,30,37.5,1.8267,1152109.63,1000000,30.0,55100.74,2023,2024,ml_rerank,rerank,10.0,150000,8,0.14,0.25,0.0,10,0.06035714285714286,False
17.1,-13.57,73,27,36.99,2.1708,1171012.04,1000000,30.0,50386.86,2023,2024,ml_rerank,rerank,10.0,150000,8,0.14,0.25,0.0,20,0.06785714285714287,False
15.27,-20.18,99,38,38.38,1.7315,1152730.87,1000000,30.0,71993.97,2023,2024,ml_rerank,rerank,10.0,150000,8,0.14,0.25,0.06,10,0.06059523809523809,False
17.89,-19.07,97,38,39.18,1.9882,1178910.46,1000000,30.0,71130.85,2023,2024,ml_rerank,rerank,10.0,150000,8,0.14,0.25,0.06,20,0.0709920634920635,False
56.33,-3.21,68,39,57.35,6.7585,1563302.66,1000000,30.0,42641.69,2024,2025,base,,10.0,100000,6,0.06,0.15,0.0,10,0.22353174603174603,False
58.06,-3.04,66,39,59.09,7.0018,1580648.56,1000000,30.0,41490.27,2024,2025,base,,10.0,100000,6,0.06,0.15,0.0,20,0.2303968253968254,False
58.12,-3.34,77,42,54.55,7.1676,1581219.21,1000000,30.0,48067.05,2024,2025,base,,10.0,100000,6,0.06,0.15,0.06,10,0.23063492063492064,False
58.12,-3.34,77,42,54.55,7.1676,1581219.21,1000000,30.0,48067.05,2024,2025,base,,10.0,100000,6,0.06,0.15,0.06,20,0.23063492063492064,False
42.96,-4.81,57,28,49.12,5.6528,1429590.08,1000000,30.0,35614.5,2024,2025,base,,10.0,100000,6,0.06,0.25,0.0,10,0.17047619047619048,False
38.96,-4.82,50,25,50.0,5.1305,1389620.3,1000000,30.0,31318.37,2024,2025,base,,10.0,100000,6,0.06,0.25,0.0,20,0.1546031746031746,False
45.16,-3.62,72,34,47.22,5.7295,1451639.91,1000000,30.0,44668.12,2024,2025,base,,10.0,100000,6,0.06,0.25,0.06,10,0.1792063492063492,False
46.21,-3.58,71,35,49.3,5.8958,1462060.64,1000000,30.0,44097.67,2024,2025,base,,10.0,100000,6,0.06,0.25,0.06,20,0.18337301587301588,False
39.07,-4.27,57,32,56.14,5.7087,1390732.99,1000000,30.0,35521.37,2024,2025,base,,10.0,100000,6,0.1,0.15,0.0,10,0.15503968253968253,False
40.13,-4.24,55,32,58.18,5.8774,1401313.46,1000000,30.0,34349.6,2024,2025,base,,10.0,100000,6,0.1,0.15,0.0,20,0.15924603174603175,False
45.47,-3.43,68,38,55.88,5.9812,1454716.35,1000000,30.0,42302.45,2024,2025,base,,10.0,100000,6,0.1,0.15,0.06,10,0.18043650793650792,False
45.47,-3.43,68,38,55.88,5.9812,1454716.35,1000000,30.0,42302.45,2024,2025,base,,10.0,100000,6,0.1,0.15,0.06,20,0.18043650793650792,False
40.98,-4.32,45,24,53.33,6.0828,1409786.79,1000000,30.0,28365.26,2024,2025,base,,10.0,100000,6,0.1,0.25,0.0,10,0.1626190476190476,False
41.3,-4.31,41,24,58.54,6.1573,1412966.51,1000000,30.0,25979.78,2024,2025,base,,10.0,100000,6,0.1,0.25,0.0,20,0.1638888888888889,False
37.39,-3.02,60,30,50.0,5.2169,1373941.98,1000000,30.0,37251.49,2024,2025,base,,10.0,100000,6,0.1,0.25,0.06,10,0.14837301587301588,False
38.12,-3.02,60,31,51.67,5.3311,1381154.74,1000000,30.0,37265.85,2024,2025,base,,10.0,100000,6,0.1,0.25,0.06,20,0.15126984126984125,False
45.49,-2.78,49,33,67.35,6.3423,1454936.79,1000000,30.0,30907.12,2024,2025,base,,10.0,100000,6,0.14,0.15,0.0,10,0.18051587301587302,False
36.73,-3.06,42,27,64.29,5.5107,1367282.02,1000000,30.0,26424.25,2024,2025,base,,10.0,100000,6,0.14,0.15,0.0,20,0.14575396825396825,False
49.61,-2.84,62,40,64.52,7.266,1496094.04,1000000,30.0,38821.66,2024,2025,base,,10.0,100000,6,0.14,0.15,0.06,10,0.19686507936507935,False
44.17,-3.91,60,37,61.67,6.4951,1441716.78,1000000,30.0,37461.78,2024,2025,base,,10.0,100000,6,0.14,0.15,0.06,20,0.17527777777777778,False
39.12,-4.7,43,25,58.14,5.7991,1391224.39,1000000,30.0,27095.17,2024,2025,base,,10.0,100000,6,0.14,0.25,0.0,10,0.15523809523809523,False
35.18,-4.08,36,21,58.33,5.3146,1351793.05,1000000,30.0,22764.03,2024,2025,base,,10.0,100000,6,0.14,0.25,0.0,20,0.1396031746031746,False
50.81,-3.03,53,33,62.26,6.6531,1508128.88,1000000,30.0,33455.03,2024,2025,base,,10.0,100000,6,0.14,0.25,0.06,10,0.20162698412698413,False
47.2,-3.22,51,31,60.78,6.4356,1472010.88,1000000,30.0,32142.74,2024,2025,base,,10.0,100000,6,0.14,0.25,0.06,20,0.1873015873015873,False
68.94,-3.93,89,52,58.43,7.6781,1689370.75,1000000,30.0,54667.89,2024,2025,base,,10.0,100000,8,0.06,0.15,0.0,10,0.2735714285714286,False
71.74,-2.2,84,52,61.9,7.9772,1717409.03,1000000,30.0,51776.41,2024,2025,base,,10.0,100000,8,0.06,0.15,0.0,20,0.28468253968253965,False
63.19,-3.96,101,56,55.45,7.3679,1631857.63,1000000,30.0,61727.16,2024,2025,base,,10.0,100000,8,0.06,0.15,0.06,10,0.25075396825396823,False
63.19,-3.96,101,56,55.45,7.3679,1631857.63,1000000,30.0,61727.16,2024,2025,base,,10.0,100000,8,0.06,0.15,0.06,20,0.25075396825396823,False
71.98,-4.53,78,40,51.28,7.6646,1719770.22,1000000,30.0,48228.3,2024,2025,base,,10.0,100000,8,0.06,0.25,0.0,10,0.28563492063492063,False
64.76,-4.91,67,36,53.73,7.1508,1647565.53,1000000,30.0,41453.31,2024,2025,base,,10.0,100000,8,0.06,0.25,0.0,20,0.256984126984127,False
61.86,-4.2,92,47,51.09,6.5579,1618560.2,1000000,30.0,56351.84,2024,2025,base,,10.0,100000,8,0.06,0.25,0.06,10,0.2454761904761905,False
62.9,-4.16,91,48,52.75,6.7013,1628980.93,1000000,30.0,55781.39,2024,2025,base,,10.0,100000,8,0.06,0.25,0.06,20,0.2496031746031746,False
46.45,-4.98,74,43,58.11,6.06,1464516.82,1000000,30.0,45150.17,2024,2025,base,,10.0,100000,8,0.1,0.15,0.0,10,0.18432539682539684,False
48.24,-4.34,70,42,60.0,6.4469,1482447.66,1000000,30.0,42789.7,2024,2025,base,,10.0,100000,8,0.1,0.15,0.0,20,0.19142857142857145,False
59.26,-5.99,92,52,56.52,6.2951,1592646.44,1000000,30.0,55958.99,2024,2025,base,,10.0,100000,8,0.1,0.15,0.06,10,0.23515873015873015,False
59.26,-5.99,92,52,56.52,6.2951,1592646.44,1000000,30.0,55958.99,2024,2025,base,,10.0,100000,8,0.1,0.15,0.06,20,0.23515873015873015,False
53.62,-5.29,62,34,54.84,7.1683,1536193.86,1000000,30.0,38430.23,2024,2025,base,,10.0,100000,8,0.1,0.25,0.0,10,0.21277777777777776,False
52.34,-5.19,52,31,59.62,7.1258,1523446.59,1000000,30.0,32391.26,2024,2025,base,,10.0,100000,8,0.1,0.25,0.0,20,0.20769841269841272,False
52.07,-4.18,77,42,54.55,5.8058,1520670.58,1000000,30.0,46902.25,2024,2025,base,,10.0,100000,8,0.1,0.25,0.06,10,0.20662698412698413,False
53.69,-3.75,77,43,55.84,6.0426,1536903.09,1000000,30.0,46943.74,2024,2025,base,,10.0,100000,8,0.1,0.25,0.06,20,0.21305555555555555,False
53.98,-5.73,68,44,64.71,6.7755,1539799.88,1000000,30.0,41913.3,2024,2025,base,,10.0,100000,8,0.14,0.15,0.0,10,0.2142063492063492,False
42.66,-4.17,57,35,61.4,5.7593,1426599.49,1000000,30.0,34941.4,2024,2025,base,,10.0,100000,8,0.14,0.15,0.0,20,0.16928571428571426,False
61.86,-5.23,81,51,62.96,7.1493,1618550.17,1000000,30.0,49973.1,2024,2025,base,,10.0,100000,8,0.14,0.15,0.06,10,0.2454761904761905,False
56.42,-5.23,79,48,60.76,6.5779,1564172.91,1000000,30.0,48613.21,2024,2025,base,,10.0,100000,8,0.14,0.15,0.06,20,0.2238888888888889,False
48.05,-5.78,55,30,54.55,6.3344,1480542.26,1000000,30.0,34085.75,2024,2025,base,,10.0,100000,8,0.14,0.25,0.0,10,0.19067460317460316,False
44.51,-4.42,45,25,55.56,6.1962,1445084.65,1000000,30.0,27948.03,2024,2025,base,,10.0,100000,8,0.14,0.25,0.0,20,0.17662698412698413,False
57.86,-4.55,70,42,60.0,6.2551,1578648.21,1000000,30.0,43271.51,2024,2025,base,,10.0,100000,8,0.14,0.25,0.06,10,0.22960317460317461,False
56.69,-3.28,69,41,59.42,6.3065,1566865.69,1000000,30.0,42619.9,2024,2025,base,,10.0,100000,8,0.14,0.25,0.06,20,0.22496031746031744,False
77.96,-3.88,66,38,57.58,6.6405,1779555.19,1000000,30.0,56435.88,2024,2025,base,,10.0,150000,6,0.06,0.15,0.0,10,0.30936507936507934,False
81.18,-3.2,64,38,59.38,6.9287,1811758.29,1000000,30.0,55181.82,2024,2025,base,,10.0,150000,6,0.06,0.15,0.0,20,0.3221428571428572,False
83.9,-4.42,75,42,56.0,7.4716,1839013.79,1000000,30.0,65111.08,2024,2025,base,,10.0,150000,6,0.06,0.15,0.06,10,0.332936507936508,False
83.9,-4.42,75,42,56.0,7.4716,1839013.79,1000000,30.0,65111.08,2024,2025,base,,10.0,150000,6,0.06,0.15,0.06,20,0.332936507936508,False
55.3,-6.74,57,28,49.12,5.4567,1553019.53,1000000,30.0,48657.74,2024,2025,base,,10.0,150000,6,0.06,0.25,0.0,10,0.21944444444444444,False
53.05,-6.59,48,25,52.08,5.3487,1530483.75,1000000,30.0,40980.19,2024,2025,base,,10.0,150000,6,0.06,0.25,0.0,20,0.21051587301587302,False
64.35,-4.19,69,34,49.28,6.0681,1643456.99,1000000,30.0,59557.41,2024,2025,base,,10.0,150000,6,0.06,0.25,0.06,10,0.25535714285714284,False
65.61,-4.14,68,35,51.47,6.2149,1656092.24,1000000,30.0,58817.75,2024,2025,base,,10.0,150000,6,0.06,0.25,0.06,20,0.26035714285714284,False
60.87,-4.46,55,31,56.36,6.4779,1608672.9,1000000,30.0,47847.62,2024,2025,base,,10.0,150000,6,0.1,0.15,0.0,10,0.24154761904761904,False
62.57,-4.41,53,31,58.49,6.7347,1625733.01,1000000,30.0,46583.91,2024,2025,base,,10.0,150000,6,0.1,0.15,0.0,20,0.2482936507936508,False
67.22,-4.18,65,38,58.46,6.7304,1672210.38,1000000,30.0,55413.55,2024,2025,base,,10.0,150000,6,0.1,0.15,0.06,10,0.26674603174603173,False
